FIPS,State,County,N_1982,N_1987,N_1992,N_1997,P_1982,P_1987,P_1992,P_1997
17095,Illinois,Knox,3879665.129,3381156.198,3125891.09,2687456.058,1393473.304,1257701.743,1189132.226,1003376.759
17097,Illinois,Lake,354920.7235,312075.75,182849.7675,166986.4225,91067.1594,70222.963,40362.909,34429.2285
17099,Illinois,La Salle,2055882.024,1856433.923,1320851.871,1033199.121,675550.4316,625047.9955,451334.9894,325815.1382
17101,Illinois,Lawrence,404929.62,394367.3895,493448.97,587863.063,140078.3925,138266.2818,173397.458,218710.2807
17103,Illinois,Lee,2009520.568,1716542.28,1473626.263,1082649.198,641052.0685,551926.78,482351.793,361571.37
17105,Illinois,Livingston,2026503.835,1854990.523,1981689.343,1962483.221,744131.5415,699689.1025,762670.342,791430.7969
17107,Illinois,Logan,1217959.327,1213584.958,1178162.453,1218650.038,459273.5284,472891.4912,467490.38,475326.5435
17109,Illinois,McDonough,2164429.353,1734716.583,1515959.395,1234217.228,750950.763,601705.757,530477.384,418520.0465
17111,Illinois,McHenry,2683281.968,2132000.182,1835351.982,1530815.653,645739.7492,508169.8349,507956.4101,411588.3677
17113,Illinois,McLean,1976061.958,1811105.768,1549056.888,1627927.243,693012.0787,652445.9232,571611.7395,616495.16
17115,Illinois,Macon,460327.7025,408426.535,425346.139,295799.285,165064.9235,142680.712,149125.8156,94944.4205
17117,Illinois,Macoupin,3538469.185,2665418.749,2714596.779,2226242.066,1263836.994,941142.6751,1002035.356,793517.816
17119,Illinois,Madison,2015910.511,1682142.57,1673975.418,1284957.958,611779.4673,514443.9145,514691.6207,428211.9717
17121,Illinois,Marion,1107857.109,818360.0855,851267.6625,853033.5345,367985.7205,268554.0415,275712.474,277118.1638
17123,Illinois,Marshall,953504.242,719070.2,625353.9075,665636.5,325992.6358,238793.3465,208375.825,218863.849
17125,Illinois,Mason,759649.975,611259.94,812344.6775,670122.4125,279425.9405,196359.6385,289469.461,250162.498
17127,Illinois,Massac,862609.93,792121.0755,703994.5315,703124.8875,290343.7495,266669.2042,202671.8844,242884.607
17129,Illinois,Menard,1134659.645,959173.0485,994492.93,641826.2925,396894.782,359812.0489,341519.4545,229567.649
17131,Illinois,Mercer,2741452.899,2181674.205,1997316.043,1573885.248,992638.2714,805787.9108,747072.8662,573566.3822
17133,Illinois,Monroe,1421220.399,1099349.779,1009619.49,984394.1975,523750.3992,400921.7746,358703.696,356057.066
17135,Illinois,Montgomery,1989472.191,1643661.037,1587142.67,1287414.825,696990.1714,593821.5371,588470.308,471743.816
17137,Illinois,Morgan,2327338.048,2031447.713,1787275.288,1502891.548,843097.705,672614.676,668131.9922,557424.9838
17139,Illinois,Moultrie,762850.6425,540581.865,493874.7225,434964.115,262759.305,182168.634,167280.3945,134023.8335
17141,Illinois,Ogle,4482395.478,3687621.859,3074696.403,2561303.578,1350421.61,1127342.591,1015244.538,819256.565
17143,Illinois,Peoria,1454894.126,1257378.53,1028376.42,854649.75,483926.5873,435703.0525,353262.908,280227.523
17145,Illinois,Perry,898311.2215,754656.7445,699765.3045,610240.2825,294063.5222,250476.6648,230566.3477,193481.1685
17147,Illinois,Piatt,564929.97,384712.61,311597.8475,298565.615,189696.43,141419.129,115288.64,104116.918
17149,Illinois,Pike,4667748.9,3726290.358,3237785.658,2530837.153,1762974.784,1414939.168,1239423.723,953963.3478
17151,Illinois,Pope,533603.543,450553.3685,383036.5175,487365.3375,169954.7295,145501.9572,122193.256,124203.295
17153,Illinois,Pulaski,397802.1925,376953.775,285384.285,320628.8,127192.7353,104236.0245,86643.898,83393.8675
17155,Illinois,Putnam,463794.8575,423818.7975,320505.1475,235797.13,158758.7015,145262.277,116005.195,81249.0455
17157,Illinois,Randolph,1958848.177,1540909.463,1519241.862,1282416.614,630338.8293,486090.0227,482653.1353,406092.3429
17159,Illinois,Richland,830953.153,775487.7515,894267.392,873472.0615,297551.9502,286503.2066,342825.9978,328711.3096
17161,Illinois,Rock Island,1765213.091,1471218.677,1471509.713,989294.595,638323.5051,547527.8172,528310.1945,354343.5215
17163,Illinois,Saint Clair,1387407.423,1025676.367,881162.351,798904.01,461126.4265,345562.5323,306761.7522,277866.7194
17165,Illinois,Saline,517884.41,421416.0125,404745.51,615256.355,142235.29,117908.0965,141131.93,229796.675
17167,Illinois,Sangamon,1705925.504,1525676.767,1395387.075,1280091.027,623847.9546,561713.3356,521025.005,475322.4152
17169,Illinois,Schuyler,1466938.092,1204163.215,930784.465,830944.0325,519571.3598,424026.244,330137.56,287340.817
17171,Illinois,Scott,928958.876,845334.88,796250.4675,577328.9125,329794.28,309682.593,279050.7175,174263.7
17173,Illinois,Shelby,1697116.182,1707167.593,1696607.66,1605821.628,572257.3373,594979.8672,590247.9406,557294.8765
17175,Illinois,Stark,653227.185,554051.0825,477414.175,555499.6025,243082.063,207446.773,187368.045,208818.66
17177,Illinois,Stephenson,6351868.826,5647758.094,4940046.128,3992220.407,1616910.624,1427869.889,1277416.636,1082976.479
17179,Illinois,Tazewell,1803132.137,1876367.638,1571066.845,1596326.128,683026.8328,723270.2915,617962.01,623759.951
17181,Illinois,Union,904558.5795,759873.031,689465.1575,817956.7525,281622.5411,237725.9224,215958.272,247059.89
17183,Illinois,Vermilion,1189309.111,1109693.446,839340.111,587408.4065,413499.7258,395422.5117,299428.4604,201378.5556
17185,Illinois,Wabash,453767.23,357108.2175,281324.54,372776.435,158386.9105,129626.906,97640.945,144026.933
17187,Illinois,Warren,2893525.882,2210338.052,1945574.473,1483060.043,1008488.961,778151.9292,703383.855,505079.212
17189,Illinois,Washington,2019665.807,2061527.422,2023883.863,1773914.805,584646.0678,604879.9823,607485.0315,494671.0415
17191,Illinois,Wayne,1546546.626,1317925.073,1284788.22,1472166.355,518300.8335,460348.1345,460066.9785,527215.616
17193,Illinois,White,779130.833,569567.32,494551.4575,517407.183,271137.6347,198605.307,155843.3565,188474.4517
17195,Illinois,Whiteside,3830054.708,3282524.5,3040976.388,2540243.653,1202286.607,1061286.843,1031678.177,845405.944
17197,Illinois,Will,1199226.262,886652.3175,695929.2635,577702.305,372139.1988,283853.401,224646.9774,189130.1695
17199,Illinois,Williamson,564432.4995,565008.7465,506893.3125,492255.065,179022.3793,177350.1641,163144.8665,156928.22
17201,Illinois,Winnebago,2301940.94,2034614.48,1543860.595,998570.1425,648659.6873,573753.2895,436993.14,289488.65
17203,Illinois,Woodford,1812451.847,1667241.99,1581742.745,1252911.785,667770.07,622565.9355,600828.1105,497497.606
18001,Indiana,Adams,2474345.26,2471721.233,2767578.808,2539142.33,787280.958,807545.2775,918995.8605,866747.57
18003,Indiana,Allen,2021959.864,1952272.411,1705914.488,1539141.633,653326.3936,630836.859,556805.7894,447538.122
18005,Indiana,Bartholomew,1034743.573,876264.5175,795045.615,593683.62,341970.444,299535.829,283210.23,194955.105
18007,Indiana,Benton,557934.1325,461018.6,366077.915,252252.745,199223.73,168257.318,133016.65,83138.713
18009,Indiana,Blackford,438679.0025,354415.608,398887.3475,417700.335,159040.969,132892.7182,160628.395,168738.02
18011,Indiana,Boone,1267573.438,1220885.224,1189378.841,998011.12,466459.0922,459448.3,457422.0114,394129.595
18013,Indiana,Brown,197212.265,152648.2075,162876.371,126913.5195,58617.0415,38406.4725,44113.6001,30394.3733
18015,Indiana,Carroll,3468568.443,2974215.749,2904272.24,2798958.975,1420159.547,1231992.009,1222571.682,1193671.524
18017,Indiana,Cass,1650041.575,1534426.818,1518980.658,1292988.69,600645.9738,568032.2877,566743.182,479189.8165
18019,Indiana,Clark,1058513.834,739283.723,756742.799,722237.265,316929.8541,220799.4262,232248.4026,219587.901
18021,Indiana,Clay,721344.918,581290.391,615280.2225,536987.4875,236702.825,203034.8324,206792.93,179632.41
18023,Indiana,Clinton,2112848.88,2195213.08,1997112.55,1926518.528,872575.515,932291.43,845816.503,827753.0975
18025,Indiana,Crawford,638969.866,457648.053,469739.78,440741.1475,198390.9175,138454.5452,142528.0605,134167.968
18027,Indiana,Daviess,2827821.069,3146153.596,3238487.61,3141030.648,916271.5791,1097387.424,1153511.631,1137379.469
18029,Indiana,Dearborn,801043.715,646453.1365,624550.28,554464.77,242705.11,194202.1061,186711.8275,164451.613
18031,Indiana,Decatur,2013656.423,2273524.252,2263097.405,2170201.648,717985.768,835421.9521,846038.866,840394.336
18033,Indiana,DeKalb,1029587.37,1001638.295,759409.005,634644.69,275246.393,284144.3915,210896.724,180523.2455
18035,Indiana,Delaware,955918.6425,713549.46,626203.4755,496123.375,329685.6635,239796.437,220019.2722,174749.0165
18037,Indiana,Dubois,4819774.743,5868500.7,5086326.411,4939481.502,1761568.502,2159602.668,1904023.234,1838820.093
18039,Indiana,Elkhart,3704985.858,3316579.977,3470807.683,3468388.437,1001176.241,840160.4515,882701.2384,871112.7621
18041,Indiana,Fayette,1111879.141,1114479.305,1043093.408,680378.255,411730.0386,410885.935,388163.321,234884.205
18043,Indiana,Floyd,375023.165,317059.914,231650.457,186898.6325,113476.5945,94395.3365,70791.6863,58055.511
18045,Indiana,Fountain,840220.121,823509.1375,774097.239,682484.1975,290977.3619,280280.208,273574.9216,242225.212
18047,Indiana,Franklin,1626504.57,1635597.918,1553003.888,1151925.61,546163.1765,570572.632,538541.12,377692.486
18049,Indiana,Fulton,1314665.181,1245254.293,1068448.09,829400.2115,407947.007,410224.3702,357995.69,274749.0066
18051,Indiana,Gibson,1086565.743,909669.274,797012.616,711239.496,402119.376,329909.5731,287177.0514,256257.4304
18053,Indiana,Grant,1323843.34,1029154.875,837537.86,533269.9825,471325.478,377295.5958,309862.223,184135.809
18055,Indiana,Greene,1540724.319,1397157.901,1437689.126,2237416.685,477409.0171,448616.6494,468213.0647,825536.381
18057,Indiana,Hamilton,921676.9475,808253.5075,696271.0475,482233.9525,322227.4321,292579.9935,255682.4985,169430.0055
18059,Indiana,Hancock,919898.8015,701406.529,767409.62,726166.19,338734.3761,262981.8696,301065.928,292664.919
18061,Indiana,Harrison,2093503.323,1672618.155,1500191.354,1364404.54,653509.0274,524107.192,465011.5451,402146.6453
18063,Indiana,Hendricks,991766.115,878814.3475,776611.5125,623363.695,320545.276,297280.7277,279460.059,213293.215
18065,Indiana,Henry,1482177.141,1209555.224,1039275.51,705292.0875,489686.3812,415387.7271,360528.837,223232.286
18067,Indiana,Howard,1218041.423,1176809.645,1323534.258,957094.015,470331.0422,452326.2755,516421.9445,380202.3435
18069,Indiana,Huntington,1354747.548,1198343.604,1070626.586,744851.885,471547.677,435862.7184,406271.7382,265342.951
18071,Indiana,Jackson,1657795.272,1624868.613,1385706.51,1249597.578,533575.2498,526943.1185,442140.6115,390625.002
18073,Indiana,Jasper,1892134.71,1638548.622,1655773.78,1365136.6,730233.247,642468.7546,651598.02,546433.25
18075,Indiana,Jay,1424332.508,1825038.825,1935269.51,2167849.969,449934.0742,611182.799,678267.275,804748.0936
18077,Indiana,Jefferson,943315.284,723142.7125,715133.597,736256.349,281865.1566,219059.3414,217237.4587,219972.3636
18079,Indiana,Jennings,828999.933,645035.0675,661308.0725,563621.1875,272837.1037,217892.7,217135.155,182811.6
18081,Indiana,Johnson,911667.7115,656681.8325,742214.05,570525.335,290759.4981,215343.584,242765.978,174202.732
18083,Indiana,Knox,1348358.623,1209513.083,1276487.552,985157.367,477213.8965,436186.556,476813.9846,366309.1448
18085,Indiana,Kosciusko,4044773.136,4609949.26,4151322.268,3640809.715,1362260.168,1628326.634,1452257.123,1318078.604
18087,Indiana,LaGrange,3859028.495,3875977.24,3689635.159,3231639.868,1113957.419,1110711.28,1046211.922,836373.1605
18089,Indiana,Lake,536726.988,423962.081,311255.4625,276674.4575,147465.5892,121094.2814,87276.6385,82853.771
18091,Indiana,LaPorte,1299537.745,1374005.193,1283478.752,1426752.609,356843.0198,385148.426,364037.1143,374108.0791
18093,Indiana,Lawrence,1630022.014,1379342.888,1372686.324,1329724.593,514628.2419,435518.204,438291.6371,413890.8135
18095,Indiana,Madison,984495.3215,905176.915,805382.42,571433.8475,344365.256,309994.4425,280242.477,207823.734
18097,Indiana,Marion,303588.45,252201.379,206290.6475,76509.1775,82085.364,71449.3086,63872.7795,20294.91
18099,Indiana,Marshall,1701646.867,1524680.658,1480379.928,969694.78,453143.3375,400055.5425,413125.4255,243810.954
18101,Indiana,Martin,986590.3045,1049016.557,1144318.055,769612.2,358738.1498,390278.2998,429941.0618,276964.229
18103,Indiana,Miami,2176497.565,2035797.435,1772983.883,1660679.503,729619.283,695836.7,638624.697,595990.0005
18105,Indiana,Monroe,679534.584,613069.5325,508881.025,532848.1285,206974.2356,186059.071,152251.977,160475.3004
18107,Indiana,Montgomery,2032695.286,1906428.203,2174640.8,1384409.099,764175.7704,735741.441,877976.8765,552972.7779
18109,Indiana,Morgan,862778.355,703395.485,728378.625,543694.3575,277208.808,229004.351,234804.234,173736.868
18111,Indiana,Newton,763246.845,689566.0725,685784.5525,410377.7525,278592.476,220533.7825,230993.9975,143739.175
18113,Indiana,Noble,1703937.043,1569763.678,1230294.163,1288676.5,484378.9676,456066.233,372353.9592,378065.903
18115,Indiana,Ohio,299363.235,250565.22,248205.46,164503.815,88697.576,78397.59,79696.25,49290.898
18117,Indiana,Orange,1141614.19,995950.285,861212.68,786319.62,368583.5915,328114.626,284190.041,251927.992
18119,Indiana,Owen,825727.469,688312.6805,709700.577,650134.805,259454.2109,218716.9632,224047.1422,211782.8395
18121,Indiana,Parke,1006102.579,773131.1975,639658.2945,719596.71,352560.2676,282248.09,228459.8905,238945.192
18123,Indiana,Perry,818995.405,722865.725,753565.8295,887145.167,273894.1165,240656.3295,257933.0842,303388.9803
18125,Indiana,Pike,463903.1565,460417.5895,392439.315,300860.771,161264.3881,156808.6658,132059.605,102830.3054
18127,Indiana,Porter,594505.9795,475688.05,442579.3675,378459.639,198547.1163,159619.7725,151582.845,120511.3036
18129,Indiana,Posey,774072.89,606278.8785,536352.225,355576.7585,265866.14,209217.8604,185340.09,112568.8374
18131,Indiana,Pulaski,1005715.548,1019327.757,1043213.601,844175.19,360400.3692,375311.8926,394641.848,310449.645
18133,Indiana,Putnam,1687291.992,1411850.225,1296679.513,1002690.085,586056.8882,503663.4755,460216.761,352057.731
18135,Indiana,Randolph,1429184.043,1515290.704,1531110.619,925543.408,498417.498,554552.0346,567751.2211,335391.5522
18137,Indiana,Ripley,1254188.562,1137465.43,1286334.308,1033078.188,413049.8939,371232.6883,437712.022,346773.967
18139,Indiana,Rush,2061298.255,1962372.503,1903916.043,1731436.443,746601.421,720583.1222,713415.7365,652517.3
18141,Indiana,Saint Joseph,984217.8225,880699.4135,736746.839,645003.579,306258.102,267371.9342,219109.6137,197311.0216
18143,Indiana,Scott,420577.843,312225.105,300104.6425,262132.385,126552.9588,98916.773,95095.5305,66342.612
18145,Indiana,Shelby,1159129.412,948648.4675,849945.22,937104.06,387460.1906,319803.5045,295675.006,360992.576
18147,Indiana,Spencer,1395080.553,1361372.957,1464814.909,1219222.54,471289.6483,466241.5858,518753.0574,433724.175
18149,Indiana,Starke,482376.982,315288.84,261617.7925,112381.5925,166151.2972,103729.177,94921.219,32378.4555
18151,Indiana,Steuben,1058285.955,827513.2975,696256.378,533387.0325,283661.405,226863.1285,179881.9272,133577.0285
18153,Indiana,Sullivan,600969.92,467716.1925,472338.665,406566.9075,202972.175,162638.307,168320.416,139316.206
18155,Indiana,Switzerland,705155.734,648273.5505,567495.335,393442.4635,205057.6541,183057.4175,175247.1115,114753.3632
18157,Indiana,Tippecanoe,1563276.773,1457907.42,1262192.939,1293694.655,571814.9,547725.1665,491294.2091,515050.69
18159,Indiana,Tipton,923641.095,859051.5625,739566.05,662214.3875,367077.943,341519.9755,300367.485,272559.6675
18161,Indiana,Union,889989.009,785414.4775,700016.3525,494388.71,313951.1566,292676.794,258896.126,183979.361
18163,Indiana,Vanderburgh,235082.9525,192553.59,196554.0975,135158.67,66544.8495,53666.249,60949.405,39425.33
18165,Indiana,Vermillion,440538.2,406015.338,376610.9375,459735.23,149389.5215,141949.5392,136037.094,160195.5925
18167,Indiana,Vigo,425435.543,401980.214,328098.9885,314043.4035,139106.5881,135674.9991,109799.2864,113451.7374
18169,Indiana,Wabash,3285827.196,3525014.853,3097167.759,2195793.733,1144563.396,1259991.693,1131022.712,795635.385
18171,Indiana,Warren,544896.9375,463853.81,421784.185,332879.1225,188756.462,132984.1425,147984.709,94151.6
18173,Indiana,Warrick,492323.0825,418203.9375,380180.92,347651.75,153567.6755,135327.631,132985.474,113400.242
18175,Indiana,Washington,2328881.473,2190684.625,2066262.153,1879080.608,719721.538,688246.536,645448.3294,581327.133
18177,Indiana,Wayne,2037840.674,1775117.856,1453396.525,1186346.783,638053.3226,574076.1554,483751.9853,374764.098
18179,Indiana,Wells,1170982.313,1169616.138,937820.5675,1123522.93,398914.9522,399898.16,325426.342,411109.563
18181,Indiana,White,1626543.863,1608261.409,1678930.463,1424270.1,630803.365,641570.6916,684150.755,578800.32
18183,Indiana,Whitley,1325263.289,1109543.933,1192080.38,1065350.781,412637.2095,350866.996,404950.4166,369747.4506
19001,Iowa,Adair,4873705.242,3675438.512,3397894.068,2765640.655,1628646.859,1233987.944,1153684.265,901957.7025
19003,Iowa,Adams,3190804.933,2481025.957,2274130.095,2326248.728,1083082.601,841954.6828,770990.995,791937.103
19005,Iowa,Allamakee,6249437.63,5453206.275,5137824.695,4124973.213,1775960.625,1537230.859,1511756.383,1157835.502
19007,Iowa,Appanoose,2757800.008,2524727.111,2198536.413,2087410.003,883406.18,803836.6134,705965.102,660675.466
19009,Iowa,Audubon,4773643.13,3149340.717,2912397.725,3040652.573,1602486.04,1105417.922,1061185.828,1146234.508
19011,Iowa,Benton,5103179.183,4859454.491,4448125.299,2778046.244,1775134.744,1664310.094,1575889.372,952572.9439
19013,Iowa,Black Hawk,3110096.628,2850394.051,2586027.11,2486834.178,1066357.869,1040848.847,980854.456,968051.245
19015,Iowa,Boone,2646100.575,2089163.486,2099070.489,1780044.695,932679.844,742078.2504,765996.3491,670686.946
19017,Iowa,Bremer,2968022.868,2620732.079,2626725.541,2069656.96,883685.1845,791372.1421,817137.016,673218.254
19019,Iowa,Buchanan,4215771.961,3701591.042,3349885.177,3235810.938,1458614.431,1294881.029,1218495.126,1181545.194
19021,Iowa,Buena Vista,4354527.626,3706274.331,3663730.475,4650406.651,1612055.765,1412209.584,1422548.399,1857002.298
19023,Iowa,Butler,4103128.759,3450182.03,3425518.988,2793718.663,1438259.676,1255235.486,1288496.839,1061012.035
19025,Iowa,Calhoun,2980353.803,1989221.43,2246189.44,2581131.635,1048510.847,732170.0355,858283.529,984266.6485
19027,Iowa,Carroll,7431633.369,5997591.1,6099431.83,6495529.968,2426012.495,2062247.778,2213726.679,2397802.65
19029,Iowa,Cass,4432909.523,3176929.362,3278981.983,2770032.07,1493089.619,1079307.353,1122037.405,915695.9
19031,Iowa,Cedar,4392934.788,3725895.166,3649722.036,2864396.288,1591199.406,1380597.341,1397516.608,1054439.472
19033,Iowa,Cerro Gordo,2598409.897,1868317.816,1618556.883,1709255.611,998397.153,723557.7692,645628.637,685011.2024
19035,Iowa,Cherokee,5700773.227,4299976.765,4110310.21,4212209.195,1926818.44,1489812.371,1475081.983,1543543.112
19037,Iowa,Chickasaw,3658303.351,3176944.315,3042836.281,3064620.748,1209859.41,1045094.428,1021550.056,1022153.228
19039,Iowa,Clarke,2808738.038,2309481.487,2138571.866,2563471.573,937337.1403,768541.7381,706555.1444,880296.549
19041,Iowa,Clay,3635212.174,2496582.334,2207379.574,2192754.663,1270571.588,893874.5921,826718.3844,801185.4955
19043,Iowa,Clayton,8585629.135,8425331.64,7830278.448,6815732.75,2534576.361,2540180.788,2412571.904,2125212.572
19045,Iowa,Clinton,5369261.191,4191397.225,4146343.44,3323411.025,1794880.661,1382592.26,1408456.419,1085033.498
19047,Iowa,Crawford,6121241.029,4576020.608,4581097.919,4366126.845,2057894.047,1592098.87,1624738.313,1550115.804
19049,Iowa,Dallas,2494724.544,1784121.545,1595878.818,1447946.04,844894.2232,623474.842,567747.512,526284.6325
19051,Iowa,Davis,3112401.558,2510231.508,2764273.39,3520229.069,986443.5175,815495.5977,893251.12,1215864.685
19053,Iowa,Decatur,3667803.403,2826759.458,2561002.316,3086416.603,1190816.45,921417.507,833777.9839,983301.9497
19055,Iowa,Delaware,8254573.456,8452161.863,8584483.818,7372965.084,2745501.576,2856083.59,2974230.154,2527736.516
19057,Iowa,Des Moines,1791538.973,1287025.855,1253398.73,1934765.345,610025.2535,442901.1425,439811.688,752120.5185
19059,Iowa,Dickinson,2554733.044,1789037.983,1708451.682,1528146.278,842727.8188,601281.8911,564841.9048,511565.536
19061,Iowa,Dubuque,8859701.84,8724582.738,9614103.836,7974065.59,2638869.763,2601685.683,2964242.644,2400477.866
19063,Iowa,Emmet,1781924.979,1292836.433,1287904.736,1993609.363,620604.3366,432137.1385,439670.3718,741394.895
19065,Iowa,Fayette,6773765.133,5739083.223,5673391.246,5241375.995,2110279.232,1771414.682,1824248.58,1739654.236
19067,Iowa,Floyd,2310101.374,1953164.814,1997331.375,1759134.735,810980.5525,705323.3115,769200.7965,667323.0825
19069,Iowa,Franklin,3734876.301,2829077.861,2617655.77,2771497.133,1380172.492,1097341.455,1028208.206,1100545.495
19071,Iowa,Fremont,2052338.76,1576584.405,1474823.99,1325304.21,697005.7085,540857.685,447419.892,381051.6545
19073,Iowa,Greene,2765310.662,1907562.927,1833018.015,2401663.236,954977.2966,627470.2413,606079.2655,934968.0627
19075,Iowa,Grundy,3394511.638,2778800.678,2469308.918,2506580.83,1207112.841,1012453.648,914787.8915,971215.204
19077,Iowa,Guthrie,3904243.736,2809270.01,2598913.529,2484541.73,1336124.616,980779.1226,930315.6521,876815.404
19079,Iowa,Hamilton,3151064.931,2484121.852,2721618.858,5048060.693,1222462.04,1001005.829,1127226.776,2172304.885
19081,Iowa,Hancock,3242423.242,2299306.045,2326740.279,2231312.128,1204296.111,876609.768,914466.5859,903109.269
19083,Iowa,Hardin,4452988.23,3406831.654,3702454.499,4758664.343,1618181.808,1319522.418,1458384.43,1991809.008
19085,Iowa,Harrison,3152185.592,2589024.086,2216120.424,2105790.323,1062980.217,863467.7062,755903.9729,732311.5375
19087,Iowa,Henry,2588365.28,1936156.65,1760897.468,1811277.037,950846.5348,720486.7033,660105.0055,676483.8086
19089,Iowa,Howard,3205111.473,2629811.37,2584487.235,2371131.671,995731.0901,850636.7535,858026.13,782009.1232
19091,Iowa,Humboldt,2047284.895,1763594.675,1585710.776,1422676.895,753592.9489,644459.7635,606323.4021,538251.623
19093,Iowa,Ida,3884394.018,2715389.839,2707969.533,2676638.963,1304278.861,939023.4036,960559.14,907685.851
19095,Iowa,Iowa,5446581.885,4164656.353,3658736.84,3299992.108,1879236.872,1461192.991,1287909.798,1173072.3
19097,Iowa,Jackson,6596116.396,6050091.337,6162426.725,4912237.764,2075585.868,1866674.082,1974174.351,1510956.333
19099,Iowa,Jasper,6113226.837,4707073.939,4735330.707,3830925.298,2151514.076,1689955.641,1741492.381,1413904.098
19101,Iowa,Jefferson,2476566.074,1892482.446,2002229.485,1731439.048,857387.5019,665641.3997,711602.134,613929.828
19103,Iowa,Johnson,5033829.921,4419371.403,4196481.563,3226907.648,1806325.179,1588860.516,1538139.03,1130824.673
19105,Iowa,Jones,5705954.6,5067390.272,5323262.234,4097351.967,1908426.403,1709995.745,1913028.826,1401042.102
19107,Iowa,Keokuk,5020466.245,3666462.361,3538958.456,2752290.13,1888708.491,1370488.074,1367846.983,1042381.02
19109,Iowa,Kossuth,5159550.309,3964589.537,3763364.434,4466794.485,1878951.608,1488571.62,1433665.142,1775227.378
19111,Iowa,Lee,3017645.94,2591877.841,2675783.25,2388485.675,1055454.802,900167.8774,976290.6878,867521.337
19113,Iowa,Linn,3850854.37,3440464.181,3220985.616,2460092.102,1282185.749,1153976.277,1119054.355,833340.1533
19115,Iowa,Louisa,1770378.22,1291042.47,1165382.448,1403374.008,657035.174,481646.9865,403890.6345,548771.971
19117,Iowa,Lucas,2766930.432,2142754,2072313.248,2112818.108,906524.6901,699180.499,678654.395,681970.3535
19119,Iowa,Lyon,6039867.521,4904559.019,5911363.935,6422822.543,1977795.975,1664206.701,2018038.833,2253384.28
19121,Iowa,Madison,4038664.918,2914759.848,2659935.68,2465626.034,1366532.005,987719.996,907465.3615,822335.4596
19123,Iowa,Mahaska,5610155.922,4402429.361,4357346.918,4200498.43,2051501.786,1623675.291,1627775.436,1588990.15
19125,Iowa,Marion,4001095.743,2906775.569,2703879.283,2273174.52,1416305.909,1038787.174,972691.537,792193.5275
19127,Iowa,Marshall,3281550.415,2679832.178,2516675.945,2301226.46,1141589.812,957130.4755,923794.5615,847826.358
19129,Iowa,Mills,1997148.396,1345826.867,1165869.35,810990.32,691251.4234,459541.6868,391967.906,272602.1725
19131,Iowa,Mitchell,3693144.11,3209634.478,3467208.213,4573683.11,1289200.553,1121809.375,1261972.98,1714447.652
19133,Iowa,Monona,2987777.975,2085006.563,2358769.828,2059853.697,998177.3611,707613.2341,820279.8672,706470.3048
19135,Iowa,Monroe,2943935.883,2238157.712,2239454.16,2169731.328,965841.2317,724767.2787,731843.517,729890.077
19137,Iowa,Montgomery,2818838.428,1891659.143,1883742.208,1640620.04,948136.2585,653818.5452,646565.117,547741.07
19139,Iowa,Muscatine,2909277.498,2143687.476,1905626.52,1559388.543,1024573.403,758310.5052,684201.4185,551707.7095
19141,Iowa,O'Brien,5531758.835,4377846.523,4012460.568,4378629.455,1836206.177,1562005.479,1551826.868,1705698.224
19143,Iowa,Osceola,2745773.308,2150293.538,2448885.218,3379550.273,896004.6877,736149.0587,886456.465,1288077.06
19145,Iowa,Page,3728968.37,2821438.919,2554678.16,2343415.565,1273789.689,967852.6579,895802.22,801563.449
19147,Iowa,Palo Alto,2599524.995,1960919.278,2282448.578,3194037.588,939520.6095,728113.395,868981.414,1265731.705
19149,Iowa,Plymouth,8789973.299,6874941.545,7781391.852,7884949.455,3069610.056,2446422.543,2819336.279,2969220.751
19151,Iowa,Pocahontas,2346973.55,1945687.108,1788342.098,1660176.95,847344.8555,732894.9095,680104.88,647995.085
19153,Iowa,Polk,1484102.43,1096613.735,1041242.288,704820.579,506160.0775,378926.402,364917.5997,239809.5771
19155,Iowa,Pottawattamie,6228173.334,4436446.567,4538849.491,3522997.365,2033805.589,1481691.202,1539575.591,1161327.249
19157,Iowa,Poweshiek,4537067.193,3488235.155,3220199.698,2903112.565,1572455.929,1204072.652,1147951.815,1015096.769
19159,Iowa,Ringgold,3649051.487,2928753.443,2788234.32,3724726.102,1199757.474,983813.709,947284.974,1405301.258
19161,Iowa,Sac,5535859.105,4408710.278,4249143.293,5124215.72,1903963.698,1599878.132,1560155.548,1979911.004
19163,Iowa,Scott,3456630.427,2730689.354,2482684.915,1942373.308,1201027.886,968512.5905,903875.614,710481.606
19165,Iowa,Shelby,5058825.424,3828358.595,3762141.358,2862623.058,1766031.837,1395409.926,1397033.408,1016427.044
19167,Iowa,Sioux,12694960.25,11859272.45,13866031.03,15655010.43,4026777.163,3878481.062,4753625.955,5473968.723
19169,Iowa,Story,2555488.815,2035520.493,1934115.72,1799193.658,921939.623,740539.9215,716004.6255,662240.662
19171,Iowa,Tama,4563065.926,3552129.344,3230445.045,2598880.998,1586204.354,1257180.44,1150027.426,917236.7412
19173,Iowa,Taylor,3215831.827,2430351.31,2432026.006,2080031.078,1076929.025,834089.723,829420.9471,706803.915
19175,Iowa,Union,3193023.834,2475923.268,2573146.708,2488602.449,1054905.517,827263.4915,831439.006,725087.0621
19177,Iowa,Van Buren,2607490.067,2031517.96,2126756.533,1921371,887656.6582,691949.3323,742934.9805,643474.0485
